iter	RMSE
160	20.84845506
161	20.84318409
162	20.84025665
163	20.82446604
164	20.81734984
165	20.80553304
166	20.7851854
167	20.7751729
168	20.76838705
169	20.76337004
170	20.75667549
171	20.75499325
172	20.74547204
173	20.7252475
174	20.72283923
175	20.69818945
176	20.67856262
177	20.66050595
178	20.65843503
179	20.64262641
180	20.63524994
181	20.63250075
182	20.62957374
183	20.61313203
184	20.59562719
185	20.58297055
186	20.56598577
187	20.5528894
188	20.54704426
189	20.53736371
190	20.51559023
191	20.49814097
192	20.48004362
193	20.47019327
194	20.46874685
195	20.46192333
196	20.44098492
197	20.42637245
198	20.40262701
199	20.38367718
200	20.36711529
201	20.35064503
202	20.34939045
203	20.34265517
204	20.33790066
205	20.3260826
206	20.32472822
207	20.32357415
208	20.32043975
209	20.31303625
210	20.29774812
211	20.27723295
212	20.25980253
213	20.25873671
214	20.24309892
215	20.22749817
216	20.20689247
217	20.19185605
218	20.18253671
219	20.16982156
220	20.15269749
221	20.14514626
222	20.12857918
223	20.11816869
224	20.10434807
225	20.09353504
226	20.08176269
227	20.06001209
228	20.05836621
229	20.04839139
230	20.03522265
231	20.02097864
232	20.0077839
233	19.99268479
234	19.98520153
235	19.96235105
236	19.9576422
237	19.93938623
238	19.92538409
239	19.91668682
240	19.90747502
241	19.88128601
242	19.86985701
243	19.85693375
244	19.84398914
245	19.82881203
246	19.81715832
247	19.80621485
248	19.79857722
249	19.7935646
250	19.77842725
251	19.76907243
252	19.75587297
253	19.74365648
254	19.72092305
255	19.71211673
256	19.69823125
257	19.67609325
258	19.65671814
259	19.65086155
260	19.6434482
261	19.62874785
262	19.61969302
263	19.61407726
264	19.59643473
265	19.57633951
266	19.57105338
267	19.5704484
268	19.55502931
269	19.54728945
270	19.54681418
271	19.54376124
272	19.52880991
273	19.51253948
274	19.50452022
275	19.49207901
276	19.49048133
277	19.47785062
278	19.47213585
279	19.45368618
280	19.44481512
281	19.43446595
282	19.42807123
283	19.40422139
284	19.38990024
285	19.38205759
286	19.36150168
287	19.35532088
288	19.3548728
289	19.34869137
290	19.34163147
291	19.3315945
292	19.31160526
293	19.30949874
294	19.29829364
295	19.28156679
296	19.28041393
297	19.26979033
298	19.25281498
299	19.23324537
300	19.21424866
301	19.20002613
302	19.19010183
303	19.18092024
304	19.17879382
305	19.16367522
306	19.16039524
307	19.1595765
308	19.13953799
309	19.12487431
310	19.12344578
311	19.11220935
312	19.10157367
313	19.08846654
314	19.07367889
315	19.05835983
316	19.0414653
317	19.03079897
318	19.02878456
319	19.02828099
320	19.01880394
321	18.99414553
322	18.98304123
323	18.97220015
324	18.96414595
325	18.95602163
326	18.9424734
327	18.93004207
328	18.9285232
329	18.91439247
330	18.90032555
331	18.8908665
332	18.88668707
333	18.87420856
334	18.85887668
335	18.84671643
336	18.83391858
337	18.82811516
338	18.82385928
339	18.81304855
340	18.7970074
341	18.79519202
342	18.7873339
343	18.77962148
344	18.76444658
345	18.75689511
346	18.75596023
347	18.74329252
348	18.73610953
349	18.72145807
350	18.7044691
351	18.6891825
352	18.68354818
353	18.68055006
354	18.6708313
355	18.65768032
356	18.64415979
357	18.63972644
358	18.63779133
359	18.63548641
360	18.62326953
361	18.61588239
362	18.60974881
363	18.59455893
364	18.57900409
365	18.57769839
366	18.56255722
367	18.55697082
368	18.54255401
369	18.53245243
370	18.51246465
371	18.51086257
372	18.49591375
373	18.48657545
374	18.4650141
375	18.46419478
376	18.46269969
377	18.45100132
378	18.43458155
379	18.42238756
380	18.41236298
381	18.39996589
382	18.39872324
383	18.38289702
384	18.38040493
385	18.36884098
386	18.35532358
387	18.34112794
388	18.33972919
389	18.33878591
390	18.32363796
391	18.30099503
392	18.28912896
393	18.28798104
394	18.2792316
395	18.26727343
396	18.2663305
397	18.26543092
398	18.25044894
399	18.23787085
400	18.22526476
401	18.21581436
402	18.20665719
403	18.19164435
404	18.190172
405	18.16889793
406	18.16783652
407	18.15802061
408	18.15720321
409	18.1386699
410	18.11524728
411	18.11451496
412	18.1010794
413	18.10037399
414	18.09968724
415	18.09142534
416	18.07552447
417	18.06469161
418	18.06405144
419	18.05303841
420	18.04024613
421	18.02338021
422	18.01371849
423	18.01302252
424	18.01233829
425	18.00004091
426	17.98637262
427	17.97801579
428	17.95912233
429	17.95280555
430	17.94325933
431	17.93162578
432	17.93096312
433	17.92092841
434	17.91287741
435	17.89922981
436	17.8883509
437	17.87447641
438	17.86349031
439	17.84922527
440	17.84840876
441	17.82810833
442	17.81169655
443	17.80129545
444	17.7861886
445	17.76908056
446	17.75313455
447	17.74037365
448	17.73024675
449	17.71517876
450	17.7038485
451	17.68708171
452	17.67667322
453	17.67605137
454	17.66552745
455	17.65152098
456	17.64204993
457	17.64145593
458	17.63449577
459	17.6146578
460	17.60525145
461	17.59066877
462	17.58284229
463	17.57299722
464	17.5532781
465	17.55176236
466	17.53710401
467	17.52995137
468	17.51792048
469	17.50142523
470	17.49041155
471	17.48424205
472	17.4721192
473	17.45273006
474	17.44468152
475	17.43846331
476	17.42864082
477	17.41687258
478	17.40480005
479	17.40182446
480	17.38920975
481	17.38631788
482	17.37331319
483	17.36748799
484	17.36679158
485	17.353014
486	17.34235767
487	17.33491545
488	17.31974279
489	17.30808095
490	17.29317743
491	17.28016785
492	17.26135125
493	17.24219049
494	17.23453576
495	17.21952465
496	17.20866253
497	17.19872384
498	17.18502304
499	17.18413203
500	17.17155187
501	17.17001768
502	17.15949716
503	17.14855226
504	17.13765754
505	17.13667601
506	17.12593905
507	17.11661598
508	17.10620986
509	17.09265725
510	17.08269242
511	17.07559402
512	17.06410259
513	17.05363123
514	17.03759965
515	17.02756993
516	17.02706661
517	17.01811576
518	17.01757202
519	17.01352225
520	16.99894806
521	16.98691437
522	16.97305777
523	16.96296819
524	16.9508446
525	16.94106963
526	16.92278133
527	16.91620239
528	16.90125178
529	16.88703899
530	16.87905403
531	16.86762306
532	16.85556202
533	16.84807409
534	16.83543968
535	16.83475226
536	16.82627551
537	16.81620382
538	16.80653821
539	16.80032231
540	16.78975241
541	16.77861514
542	16.77811415
543	16.76800199
544	16.75724833
545	16.74222773
546	16.72899602
547	16.72418282
548	16.71478362
549	16.70450826
550	16.69238678
551	16.68538501
552	16.67391227
553	16.6631325
554	16.65123446
555	16.6404117
556	16.63366024
557	16.62684547
558	16.61716172
559	16.60828891
560	16.59291563
561	16.58399455
562	16.58274281
563	16.57469466
564	16.56244542
565	16.55495802
566	16.54563173
567	16.54517022
568	16.53766936
569	16.52578349
570	16.51152821
571	16.49909788
572	16.48982831
573	16.48215182
574	16.46695742
575	16.45596429
576	16.44632498
577	16.43839415
578	16.42804479
579	16.42096929
580	16.41184189
581	16.40265779
582	16.39406478
583	16.39178279
584	16.38155515
585	16.3767524
586	16.36673107
587	16.36019895
588	16.34973385
589	16.34929156
590	16.34067731
591	16.32975442
592	16.32489824
593	16.31297437
594	16.30168554
595	16.28351008
596	16.27999237
597	16.26657967
598	16.2575003
599	16.2502673
600	16.23968571
601	16.23701646
602	16.23009899
603	16.21915781
604	16.20987155
605	16.20943724
606	16.19716972
607	16.18928004
608	16.17336425
609	16.17248447
610	16.16552242
611	16.1631541
612	16.1569306
613	16.14435961
614	16.13742333
615	16.12764257
616	16.11604801
617	16.11109782
618	16.09514733
619	16.08941905
620	16.08879199
621	16.08217417
622	16.06962451
623	16.06899729
624	16.0627415
625	16.05808504
626	16.04826725
627	16.0359951
628	16.02785127
629	16.0142324
630	16.00977218
631	16.00729472
632	15.994869
633	15.98233943
634	15.97017452
635	15.96564457
636	15.96057535
637	15.95288636
638	15.95182573
639	15.94386925
640	15.93167875
641	15.92070804
642	15.92024063
643	15.91909817
644	15.90854893
645	15.901897
646	15.89838622
647	15.89119205
648	15.89081613
649	15.89042732
650	15.87732091
651	15.86680655
652	15.85747256
653	15.8491003
654	15.83957037
655	15.83314967
656	15.82326275
657	15.81235296
658	15.80126893
659	15.79402453
660	15.7927022
661	15.79231227
662	15.78208485
663	15.78054267
664	15.76807225
665	15.75721724
666	15.74440643
667	15.72899491
668	15.71644776
669	15.71607263
670	15.70267889
671	15.69210669
672	15.68345747
673	15.68246004
674	15.67832472
675	15.67086489
676	15.654733
677	15.64587075
678	15.64147175
679	15.63446489
680	15.63377181
681	15.62082602
682	15.61094402
683	15.60177205
684	15.59225741
685	15.58321393
686	15.57337636
687	15.57223046
688	15.5626153
689	15.55937085
690	15.55228903
691	15.54492268
692	15.53401778
693	15.52207617
694	15.51156633
695	15.50188616
696	15.49250334
697	15.49219548
698	15.48320828
699	15.4737424
700	15.47270314
701	15.46227242
702	15.45456652
703	15.44407468
704	15.43362021
705	15.42094858
706	15.41256626
707	15.40256307
708	15.39873303
709	15.38721684
710	15.37706362
711	15.36133074
712	15.35157253
713	15.35092571
714	15.34138649
715	15.33043836
716	15.31947109
717	15.31077185
718	15.30214014
719	15.29586498
720	15.2894843
721	15.28092495
722	15.27430143
723	15.27395599
724	15.26196742
725	15.2594389
726	15.24796996
727	15.24016262
728	15.23309551
729	15.22486371
730	15.21487027
731	15.20990656
732	15.19774256
733	15.19630673
734	15.18716383
735	15.17926412
736	15.1752936
737	15.17427756
738	15.1739653
739	15.1659151
740	15.15698506
741	15.15048884
742	15.14288363
743	15.13649786
744	15.13240838
745	15.12605751
746	15.12193255
747	15.11355652
748	15.10708877
749	15.10332153
